rname,A-site,count
6,18737,1
21,466,1
12,10527,1
10,1753,1
8,3471,12
17,6154,2
13,9220,2
7,750,3
5,8443,1
13,3865,1
11,18460,1
X,3695,2
5,7495,6
X,3091,4
14,1782,3
7,3863,38
16,1580,6
16,2658,1
15,1043,7
10,2389,1
8,10154,3
1,14418,6
4,1655,4
4,21984,18
20,1872,2
10,3915,2
4,84900,3
15,7589,1
10,538,1
11,2484,1
5,747,54
4,14649,5
1,6649,1
3,8989,9
5,1032,29
16,23201,1
3,187,12
5,331,11
5,224,80
17,7755,2
6,19244,1
1,3462,5
17,857,23
1,1789,2
17,17253,2
7,1994,1
15,9972,10
19,4243,6
9,3497,1
2,8707,3
21,2265,8
11,8919,1
2,16988,1
4,10212,1
2,1393,66
16,1191,11
4,1210,7
9,12779,1
20,1432,2
19,22919,7
11,46261,3
7,2314,8
3,18597,3
12,12717,7
17,853,3
22,1159,18
X,2836,9
17,1337,10
6,821,131
9,2817,1
17,5300,1
5,5913,2
22,543,5
8,2090,13
16,3739,3
14,756,1
7,166,41
9,3594,1
2,18056,5
1,3478,1
19,897,3
16,1044,1
9,986,9
17,6162,3
4,1391,4
17,3842,10
6,229,463
16,932,14
17,4028,1
9,768,10
11,2545,1
19,4280,3
11,2529,2
19,1454,4
4,2383,8
14,36928,8
2,4738,2
13,957,4
4,2338,24
5,58532,1
19,1160,51
16,5388,9
16,1475,4
2,9146,1
X,24594,1
9,12043,1
2,4448,1
6,726,13
12,6191,1
9,2859,3
17,13390,3
15,1638,1
21,11088,2
14,4440,3
11,13099,1
10,21019,1
2,11024,1
7,29067,1
18,4055,1
15,736,10
4,2296,5
12,93002,7
1,20678,9
2,5200,2
1,571,30
12,1661,9
16,2834,2
6,2642,3
10,6682,3
7,4068,1
18,12386,1
3,2035,14
14,968,6
14,2808,1
4,5648,1
3,798,22
4,30,45
17,12491,1
14,1787,17
4,2824,5
15,5702,2
9,2792,4
17,3772,3
1,2869,4
4,14892,8
13,2666,1
21,2520,1
11,6487,4
7,3873,3
1,8372,22
12,9634,1
2,3724,2
9,1213,3
2,17278,4
4,3164,5
12,163,90
6,8135,3
Y,1160,4
11,8064,12
7,61661,2
20,2735,4
18,2707,2
10,1641,4
20,1287,4
1,29818,1
11,13714,6
13,778,3
2,3657,6
3,4509,14
12,938,5
2,24716,38
10,663,2
3,13209,1
7,4734,10
7,6712,12
4,3036,1
2,12403,1
14,2805,1
13,1757,1
2,4765,69
17,44134,2
10,3032,1
X,5257,1
4,2331,278
5,291,5
3,3006,5
3,759,3
17,3434,1
7,15845,2
16,27724,1
4,12984,5
16,5287,3
2,134389,1
2,5917,1
3,16082,1
9,4913,1
3,7432,2
22,9115,1
15,6780,3
8,8941,1
4,4858,3
21,3060,2
16,3741,3
20,3284,1
8,987,1
12,5876,1
14,2533,1
7,3638,2
2,2259,4
10,3215,1
4,2453,1
9,11785,1
3,19457,1
11,3783,1
X,520,10
2,13840,2
6,2494,91
5,651,13
19,128,634
6,3198,4
1,51393,3
X,2021,1
10,3302,2
9,4671,4
1,1128,19
6,1307,2
2,9262,3
5,79238,2
22,2353,6
12,3808,5
1,7799,10
8,1102,1
15,1089,1
2,2364,1
X,27140,5
1,41044,1
19,2256,11
9,7138,2
X,16620,3
1,5424,1
1,11144,2
8,1720,3
20,1685,18
1,964,8
18,1095,1
11,927,68
X,6829,1
5,5744,2
11,1585,27
15,3136,1
2,22073,1
8,7903,1
13,45482,1
7,6639,1
20,470,1
17,8247,2
1,13906,3
2,6379,1
20,8758,1
20,2595,4
6,13833,4
14,237,18
15,2626,1
16,3026,11
4,1494,2
14,488,3
19,12981,1
1,3559,18
1,2109,11
13,310,1
8,2205,1
16,46884,2
5,4278,2
5,20628,1
4,5125,12
14,5318,5
22,10246,5
2,1990,3
6,5067,1
20,19614,1
1,1090,334
17,2228,15
18,2012,3
14,5764,1
4,21979,1
8,5244,1
11,8027,1
7,2707,5
20,4721,4
14,1510,13
13,57908,1
13,685,8
Y,892,1
13,2704,11
11,12341,1
16,9513,1
3,5568,6
1,5668,2
4,2115,1
X,13685,1
15,9468,1
9,1633,4
17,15892,1
11,2339,19
7,6134,1
11,7570,2
17,887,10
17,17506,2
3,19269,1
16,10179,1
3,16654,3
11,29415,3
16,6584,2
16,3523,2
3,10553,5
8,8982,16
16,11266,1
8,1219,11
15,178,4
18,3641,2
3,2128,7
7,259,25
X,11148,1
16,4705,2
22,1671,5
8,827,1
7,2647,4
9,12836,2
1,11531,1
22,36010,3
8,2300,5
19,5079,1
16,765,24
15,12625,1
2,2701,2
11,2133,2
3,19097,1
8,6412,7
5,2735,3
18,2905,1
4,12489,1
7,1554,13
10,24790,2
10,397,8
3,667,3
17,7815,1
4,340,11
16,388,12
10,9842,1
14,716,4
16,6571,25
1,302,92
5,451,12
2,2228,1
6,2631,9
9,3193,2
8,1446,2
1,5664,1
X,368,15
12,173,151
2,2374,3
2,581,37
18,27148,3
X,2621,4
8,8864,1
1,6202,6
11,3497,1
2,4201,8
4,354,28
5,2108,3
10,1128,8
9,3008,2
10,4538,3
3,4943,3
X,364,27
19,7289,2
1,5567,4
1,1071,20
18,3191,1
13,28101,6
15,33029,1
2,233,39
22,629,14
16,3238,1
11,159,100
17,6014,1
21,125,13
12,2066,3
12,824,4
X,937,21
16,3132,2
1,7735,2
17,6580,7
11,15463,1
1,6442,4
3,5258,2
5,4548,1
7,62847,1
4,49517,9
2,43997,2
6,601,5
16,2234,2
15,2422,2
6,740,4
16,5233,4
7,3540,1
1,4095,10
22,2156,5
2,3244,6
21,325,3
X,783,15
2,4371,1
15,58516,1
15,266,5
7,45676,1
8,358,4
4,971,1
9,35869,5
17,7460,1
15,62769,1
X,334,4
4,6921,1
17,12584,2
7,10012,1
20,1042,7
14,2674,1
14,7064,1
19,1688,3
3,3422,1
1,10389,1
2,350,21
3,5108,1
22,4184,4
20,12267,3
7,4630,4
10,5321,4
20,6596,1
17,13782,11
11,40286,1
19,216,163
12,488,12
4,5981,13
3,2354,1
19,1009,21
X,2494,5
5,795,4
8,1411,14
2,4187,3
5,1523,4
3,111,2
19,167,127
2,8454,2
11,20526,1
12,6137,19
22,21726,1
16,1905,4
5,3876,3
19,4930,1
13,1608,14
17,25558,1
1,9335,5
11,5736,15
19,110,6
8,1932,8
18,3947,1
8,564,6
9,7905,4
1,6265,18
7,4163,3
X,5604,4
12,19383,6
18,30,19
5,5176,2
16,287,27
5,2518,8
22,360,34
20,1140,8
19,1793,1
3,287,21
3,4095,2
14,22932,2
3,722,17
8,9644,2
X,2382,1
9,9491,1
7,286,13
20,728,5
1,9661,1
11,117,42
16,4161,3
4,3708,2
1,898,45
3,6003,1
8,923,20
10,11842,1
3,3173,3
8,15321,1
22,710,2
2,5905,1
2,4778,6
3,3273,1
1,4768,77
3,1224,2
13,2986,1
3,1656,1
7,2819,2
8,9796,3
3,10853,1
8,10708,1
14,520,332
7,452,7
6,12206,1
X,3701,1
2,5425,1
X,1150,14
6,16671,1
5,862,32
14,1294,5
10,8096,3
11,3839,1
11,8577,3
7,12481,2
17,3513,2
7,13944,2
8,2122,3
22,9015,2
3,13362,4
11,6479,51
X,14688,1
7,39435,1
6,476,6
6,14670,14
11,540,9
19,8185,3
14,6635,8
3,8160,3
13,1001,1
5,12572,1
X,1261,5
20,2337,4
1,2294,6
10,1908,1
10,217,2
1,79236,7
9,1898,6
4,43524,1
14,1340,8
22,51,19
2,1245,2
10,151,14
6,2951,6
1,8812,1
2,348,27
6,5862,1
10,3135,1
3,17763,1
X,43743,1
7,8912,1
10,371,19
14,5642,1
7,1141,15
22,8147,1
10,5842,1
15,46303,1
4,1590,7
7,4791,7
14,19037,1
17,3478,3
15,2178,1
3,358,10
11,3061,1
2,2175,6
10,1985,8
12,5692,1
17,6920,1
5,3696,1
19,9798,1
3,384,6
12,77206,3
6,35748,1
14,320,10
X,4369,1
13,8930,1
3,2365,6
19,2264,18
3,9374,4
20,3846,2
22,1428,7
18,10575,3
X,3242,2
2,52624,1
8,2466,1
8,7933,1
12,349,35
16,5101,1
12,10884,2
14,4004,2
7,1489,4
10,16721,5
2,7027,1
13,1359,13
8,3797,1
12,1987,3
14,3817,2
12,8201,1
1,2728,1
18,2929,1
12,2319,235
12,12126,1
1,16412,5
3,3624,1
5,605,39
19,1362,22
11,50438,2
11,9220,6
17,4423,1
1,658,74
16,8846,21
14,2797,4
21,992,2
X,4454,1
6,2173,1
14,1057,20
1,7150,51
10,5094,2
1,1619,6
15,6932,3
4,1379,10
1,2826,6
2,2009,2
3,2134,1
3,506,7
12,994,9
10,5272,1
6,2342,1
2,1262,5
1,2794,1
5,21820,5
6,4423,2
12,4655,4
3,6387,1
4,3430,10
19,3317,1
1,3646,1
2,1733,10
4,4532,1
19,407,113
17,837,51
3,2226,1
9,27792,2
12,1248,2
8,11060,1
13,2498,4
9,703,56
4,27675,2
10,819,3
X,245,15
1,3442,2
2,1802,8
9,728,20
16,4353,6
4,17284,1
9,1142,3
2,2336,7
10,11548,1
6,41752,1
1,2242,3
5,3632,2
14,143,32
11,432,10
1,23416,1
20,3260,1
9,8256,6
8,2285,1
8,804,15
12,1539,8
10,4568,9
1,3152,3
22,32679,2
9,7404,1
22,684,1
18,3069,1
15,9855,1
20,14250,1
12,7061,1
1,6258,1
11,1896,51
21,829,6
9,1714,8
1,8620,2
11,49444,1
18,5616,1
9,17416,1
13,1631,1
13,13948,3
14,1484,8
13,3754,34
7,7696,1
1,483,30
15,37441,2
16,2396,2
22,806,8
1,154,126
X,1395,5
11,5367,6
3,327,12
X,6769,1
9,14712,1
21,1095,2
3,25716,1
14,1559,2
2,11330,2
19,842,54
18,5037,1
20,4212,1
9,15139,1
9,1964,3
7,4569,3
10,649,15
13,3263,1
3,5591,1
15,2451,2
17,3133,2
11,10092,3
21,275,7
3,10531,1
22,2302,1
8,2094,2
2,2589,29
15,31999,1
1,47,2248
4,1791,2
19,3078,3
X,6496,1
12,833,6
11,314,9
12,6718,4
1,5549,2
3,1846,9
16,1587,7
8,1020,2
1,13509,1
1,8065,1
2,8345,1
1,2904,9
8,449,18
18,12783,1
15,3722,1
8,3162,13
20,2451,1
3,8337,1
16,3250,31
10,2839,2
9,3485,1
5,4004,1
3,3408,2
19,17989,2
17,14364,1
10,273,8
X,6537,6
10,7217,4
1,13200,1
4,257,47
15,5127,1
15,1768,6
12,4714,3
17,14083,2
17,721,4
9,3868,3
11,9668,3
11,3893,1
3,893,1
21,66482,1
10,10210,4
5,1820,10
15,10910,1
5,111,4
7,6954,1
22,1630,1
10,27159,2
14,1148,1
4,3405,9
11,5502,2
6,15877,2
9,3245,2
6,65,1
15,1623,6
1,12965,1
3,1808,7
15,580,1
16,3117,2
6,1275,5
19,646,37
6,483,33
15,36837,1
17,5460,18
5,616,40
2,2539,15
13,19742,2
17,3918,1
2,14027,1
4,12081,1
16,2295,1
19,11049,1
13,7442,1
5,1042,1
10,96032,1
11,10496,3
18,79793,1
7,1585,4
18,13267,1
10,876,13
17,4386,38
13,470,1
12,4031,4
18,1593,10
1,1226,9
X,1786,6
2,2445,3
12,6198,20
13,1472,2
1,157815,3
10,5107,1
2,817,19
5,3262,7
22,4537,21
2,734,16
15,1415,1
19,869,40
1,3134,110
17,11196,5
14,4140,1
X,605,6
17,5551,1
17,1423,2
7,330,29
15,1838,7
6,1713,2
20,15512,4
KI270721.1,39,8
12,8939,1
7,4122,1
13,260,1
14,325,10
8,2001,1
14,11883,1
2,706,32
22,1889,1
2,6870,1
3,20387,1
1,225,31
1,5738,1
1,996,12
22,3548,1
2,14394,1
1,15084,2
21,4685,1
8,598,9
6,4002,1
17,2577,2
X,3261,3
9,5372,1
20,2422,2
8,5507,2
11,3069,10
3,2897,3
19,459,32
2,4380,1
3,4284,1
9,5924,4
8,7047,3
5,103103,10
1,2298,13
15,26560,2
13,15875,2
16,3076,1
5,1542,3
5,6886,5
3,2058,2
9,2536,1
15,814,2
12,3374,4
22,1421,3
2,35100,1
15,6339,1
9,7672,2
11,6847,4
20,32637,3
4,882,1
16,3778,2
11,239,38
17,2421,5
2,7856,6
20,660,5
11,3687,1
8,3262,16
6,1966,1
19,3473,1
5,1190,30
X,42,126962
2,3883,3
2,6218,6
2,8297,1
7,12959,3
17,1912,5
10,2664,1
1,5626,4
17,1294,5
6,7231,3
13,8793,1
18,10689,1
10,983,4
15,3283,2
1,227,54
7,5176,1
9,5984,2
6,11686,1
14,7283,1
18,7971,1
14,10806,3
8,4113,6
3,5113,1
10,1041,2
6,2634,24
13,3510,2
12,21388,1
18,281,2
16,1892,3
9,1173,6
2,6783,3
8,1897,1
2,16810,1
20,2254,5
1,5780,10
10,4794,1
18,23501,1
3,785,14
7,5651,5
14,2876,2
1,3859,4
14,1847,2
13,1864,15
22,2034,14
2,560,67
3,1401,4
8,876,4
3,57075,1
8,1892,6
19,2849,4
2,3504,14
5,22235,2
19,14676,1
3,19733,1
11,70954,2
5,6562,1
9,68988,3
14,3249,1
9,2190,1
10,719,7
22,2354,4
17,1749,25
14,978,8
9,3406,5
3,301,43
12,3676,1
12,1273,2
10,714,5
5,809,3
7,9193,4
4,4874,4
3,7331,2
4,2626,6
9,3159,8
8,2590,2
9,2515,14
5,86200,5
4,2651,4
12,1560,15
11,1128,11
2,1891,43
7,5159,2
1,4210,4
9,15823,1
17,2597,227
12,4108,1
22,24082,3
6,5850,3
16,1225,6
17,7898,1
19,3895,6
15,2734,7
2,9182,2
11,592,14
10,289,8
15,8447,1
12,4588,2
8,7792,1
5,3441,2
14,7553,1
1,2305,18
7,6644,1
X,11966,3
7,29204,2
19,217,97
12,729,43
6,17398,2
5,497,12
1,150,118
20,2491,5
3,8432,7
9,5935,1
3,40029,5
2,1189,5
17,5769,6
15,5352,1
18,3663,3
8,58570,4
X,1095,4
1,815,32
4,21512,1
8,2010,3
14,1833,10
16,3062,2
11,523,13
2,9346,1
7,75147,3
7,150,47
9,8766,1
2,5619,1
20,8472,1
4,2101,27
X,1301,9
6,4802,1
GL000195.1,46,3
3,6066,4
22,5288,1
19,12005,9
15,3527,1
2,2646,2
12,2811,2
1,2332,2
2,2124,4
19,12514,3
11,3079,5
9,8142,4
8,285,15
2,6440,7
9,8084,3
22,4628,1
14,453,118
20,2293,8
6,320,22
3,612,5
12,10290,3
1,39519,51
6,7028,12
2,4592,4
16,1091,47
2,5971,1
4,2542,2
19,397,11
11,6625,4
10,10583,1
6,7776,2
19,2710,28
7,1777,18
17,33,40
7,34741,2
11,4017,2
11,8773,1
2,6901,25
11,6770,1
14,986,4
X,6934,2
2,1268,23
16,1979,3
5,1530,6
3,718,7
15,6984,1
1,1248,15
13,1291,2
3,1479,2
5,24862,2
16,1118,5
9,2340,2
21,2733,7
4,113016,4
11,10646,1
18,1933,2
9,2865,4
4,12830,1
17,219,33
10,1574,2
9,9020,1
15,208,8
10,1387,1
7,144,69
21,459,5
19,651,9
11,2914,3
8,2274,2
16,7040,1
3,34694,1
18,26141,2
11,1205,4
10,27634,1
22,1012,1
10,715,15
15,11977,1
16,3805,1
15,285,12
7,2742,6
15,7940,2
3,1859,4
14,22422,4
16,1385,64
7,804,6
12,12419,1
17,6717,1
18,7528,1
5,10853,37
4,1839,6
1,12833,3
12,23250,1
15,25148,1
2,2661,3
9,3047,1
21,57733,2
3,1514,20
7,10642,4
5,14730,10
9,826,11
4,237,15
4,7258,1
12,9965,32
15,2754,3
17,372,54
6,109978,1
5,10238,4
21,403,17
3,7946,3
12,4648,2
2,40622,3
19,11767,5
19,3434,1
11,2631,2
6,10436,2
12,3136,1
13,120,8
5,1812,3
18,2133,7
13,5355,1
7,3228,1
15,5192,1
9,649,4
Y,3761,2
21,25577,2
4,1071,3
14,8946,2
1,1083,12
6,1398,3
12,6603,4
X,1487,3
Y,4923,1
22,10450,1
2,5241,11
12,7048,1
19,10153,6
22,213,19
7,865,56
10,525,21
8,456,2
16,4349,1
7,11590,1
15,1878,6
10,6443,1
6,1860,1
5,6254,1
4,12127,1
2,1860,95
12,1569,2
22,5127,2
6,26700,4
7,6754,3
6,14842,3
2,150800,1
19,984,13
3,27628,1
19,2867,6
13,3644,1
X,8299,2
3,3369,3
4,3513,5
10,8878,15
3,2155,36
22,124,21
22,4351,1
17,3236,4
20,34075,13
5,6245,12
19,6640,2
3,3401,1
18,4383,1
11,1332,5
14,7777,3
5,67896,1
3,4695,11
7,1526,1
1,3294,2
22,6877,3
13,1851,4
18,537,4
13,1184,1
5,8881,1
16,8702,2
19,16885,1
7,7541,3
12,16816,1
22,937,7
2,2706,3
19,668,54
4,102953,1
12,13553,2
21,4923,2
19,20825,4
X,1311,9
4,1512,4
6,2427,3
15,249,14
6,2277,7
22,4853,3
13,3695,4
5,4446,3
13,2125,2
4,2563,16
17,3741,11
4,12534,1
22,2898,1
11,5442,1
14,19222,2
8,1482,14
16,3423,2
11,8612,2
12,2994,8
4,4715,2
21,1640,1
8,7382,2
3,1234,6
2,63966,8
13,265,4
2,2681,1
4,5371,9
7,9015,9
19,66605,1
9,389,21
4,2069,2
4,5500,6
X,1419,9
3,99523,1
1,11207,3
22,26577,14
8,52,73
5,49279,2
4,2116,5
11,21781,4
10,532,6
X,4669,12
6,4810,4
15,3850,5
5,7689,7
14,5504,1
3,20303,6
5,1994,6
1,3289,2
15,2606,1
16,6851,3
2,3131,4
11,528,56
5,24690,2
5,13467,3
11,4586,2
10,8413,2
22,841,19
12,2346,7
X,1526,1
10,1113,11
12,4305,2
17,11773,3
9,3187,1
20,1845,26
12,3371,2
22,2912,15
12,4210,1
17,5891,1
7,38657,1
20,8804,2
2,1550,7
7,52545,1
22,2108,3
20,4965,5
17,13012,1
11,1858,6
X,4543,3
4,1014,3
7,6065,18
9,2210,7
8,8531,1
14,1017,3
4,352,72
2,3332,1
6,15008,1
16,1305,9
2,2560,6
16,30415,1
10,4021,6
20,726,1
3,11932,3
10,4355,2
4,892,3
16,2163,2
X,3658,3
10,5005,6
8,5411,3
22,4711,3
2,3529,1
1,5700,3
1,30379,2
1,1279,10
17,967,25
11,3282,1
7,31528,9
4,1008,4
12,3033,2
1,4359,18
X,1644,1
1,5199,2
19,2023,1
5,671,1
2,5956,1
15,5763,4
1,879,9
19,6813,3
9,1120,14
5,191099,1
20,1955,2
10,266,5
12,22182,1
20,572,18
3,11416,3
17,559,23
2,2600,16
18,1434,1
9,10373,1
15,52,129
1,4697,2
5,8310,1
21,5900,1
20,3842,7
5,1869,10
12,1819,5
1,7785,2
1,1460,30
12,571,46
5,5631,2
14,2685,1
20,5427,2
16,958,5
4,223,3
6,9460,1
22,2202,1
1,1247,12
6,1688,3
12,11022,3
9,86980,1
12,1250,4
8,8957,1
10,1719,30
4,718,14
15,23061,2
15,46854,3
13,1953,5
19,1282,2
10,1400,6
5,48325,1
13,9034,1
7,10024,1
7,9441,5
4,13307,1
4,253,13
1,3834,45
20,2522,4
5,1264,35
5,5661,4
1,1857,4
12,4706,4
8,772,25
17,704,9
20,1216,14
10,3157,1
11,8767,12
16,1134,6
11,3365,4
9,36688,4
7,950,20
18,2957,17
22,12413,1
11,198,209
22,261,11
12,366,11
18,1943,3
15,7746,6
19,9739,5
10,1086,1
4,616,5
13,6899,1
11,8576,4
20,1926,1
6,2022,1
13,51119,3
7,14162,2
1,18090,2
1,49713,1
22,992,3
1,860,32
3,950,5
7,3237,2
7,48382,2
2,1454,8
17,256,28
1,2570,5
2,22054,1
8,5301,3
5,4557,2
2,14397,1
2,19830,1
12,9371,1
18,5243,1
6,9194,2
13,1314,2
5,2353,4
17,20131,1
14,3280,1
4,1964,8
3,7839,1
21,17577,5
9,11730,2
2,229,23
20,3341,5
14,1206,23
3,2701,2
10,5521,1
2,4517,1
2,14585,1
2,3882,1
12,1138,19
11,1934,14
11,5100,5
16,2879,2
4,3055,19
14,25738,1
X,14939,1
14,2304,2
6,6079,4
12,4521,2
17,5570,1
2,23069,2
10,46556,4
7,7030,2
4,1061,7
4,462,4
17,11185,1
19,5320,1
15,2611,2
7,3465,2
22,1089,8
9,751,10
8,5007,1
19,3639,5
7,15344,1
9,6920,3
5,3028,1
14,2571,1
17,1301,10
X,2528,1
X,2328,1
20,28737,3
15,7754,1
5,6626,9
5,16928,2
2,1502,2
4,365,7
16,5390,2
13,591,3
6,1156,5
2,7015,11
1,27125,1
2,17175,1
20,814,3
11,3868,1
10,4068,1
12,42,114061
11,16959,2
5,1769,5
9,3307,1
14,87189,3
18,22541,1
22,5465,1
2,1901,8
13,7860,1
11,2894,4
2,3927,9
16,483,7
12,4622,40
6,37429,4
11,43363,1
14,1884,2
21,12737,3
10,3812,1
19,2939,3
12,1288,22
3,4918,1
5,3275,1
17,45,14269
10,12977,3
7,4997,1
1,5466,1
8,2301,4
22,1250,5
16,10058,8
1,921,52
11,14692,14
4,15475,1
8,4213,4
2,57214,1
X,5052,1
16,12082,1
1,254,130
17,1235,17
14,16263,1
13,8556,2
10,3013,11
1,9937,3
4,3741,2
7,12936,1
3,10762,1
18,28576,20
13,78598,5
1,18371,4
16,2133,1
2,1889,9
2,2827,3
15,1108,33
7,1100,10
4,7201,40
15,362,31
3,386,9
7,20662,1
6,875,3
4,4528,4
1,1161,33
3,13881,2
11,5413,1
22,48,85
13,2213,2
9,9097,1
8,1354,1
4,532,13
11,570,3
7,4592,1
11,15128,1
6,6322,11
17,26905,1
20,13990,3
5,16452,3
15,5579,2
2,14612,3
1,2029,11
1,5431,8
3,6553,14
9,1798,7
2,92224,7
2,5688,1
11,3285,3
KI270708.1,42,1
15,11156,2
14,2184,6
8,2687,6
1,7199,18
2,80847,2
5,737,2
2,13549,2
9,11276,1
7,22803,1
21,3306,1
5,4024,1
12,7867,1
9,37885,2
7,18576,5
11,615,40
6,4442,6
12,590,6
6,225,87
6,1274,1
21,798,3
2,1962,10
17,3260,3
9,8371,1
19,5510,1
7,22804,2
15,22307,1
2,7132,1
9,12718,5
18,14335,1
11,4180,2
1,2834,11
10,3110,2
15,5908,8
22,94549,1
2,10128,2
3,607,9
9,2432,4
22,5593,30
1,5370,1
3,5640,5
9,3180,6
1,9898,1
6,2419,18
20,11286,3
21,21021,1
7,71573,20
9,984,3
12,19404,1
2,4251,1
7,5638,1
16,2663,4
1,5204,6
2,6897,2
X,382,3
20,11164,1
X,12845,1
6,4458,1
9,2777,4
6,22828,2
19,7138,1
8,6525,1
20,15839,2
11,97857,2
7,65726,2
16,101249,3
9,504,7
X,11869,32
15,239,10
10,6191,1
17,1617,6
X,5692,1
17,380,19
5,5901,1
4,2124,6
17,1865,12
X,11946,6
4,4359,1
19,15918,1
16,2557,15
5,21981,1
16,5746,1
3,3737,2
2,150801,2
21,10073,1
X,430,45
4,7494,1
5,2924,6
11,2738,6
3,1964,2
2,3343,12
3,7170,9
13,5638,3
22,3727,2
X,2235,1
9,5104,2
3,4505,1
14,5171,2
13,8964,1
15,429,8
7,37476,1
21,1671,17
3,458,29
5,3933,2
5,4068,4
14,3184,3
10,847,10
6,1075,4
10,3540,9
12,271,31
12,2480,52
X,9899,7
3,3996,1
1,23440,1
15,269,5
10,11704,1
2,8624,1
19,4284,15
6,801,5
15,5523,1
21,1439,2
1,6190,5
13,11127,2
21,5813,3
19,2715,7
17,5827,1
X,4714,1
14,501,9
22,1196,1
8,3242,15
11,4133,34
15,6092,1
15,40799,2
16,3299,5
12,5228,1
5,54306,1
1,3481,3
11,14069,1
9,639,13
X,835,1
1,7601,9
2,4064,11
14,2195,1
17,30343,1
3,1372,5
8,2880,3
10,1180,3
12,184,62
13,3808,7
16,322,4
5,732,4
3,4778,1
14,827,1
20,1939,8
10,957,17
1,2187,31
4,8918,1
20,847,9
4,27677,2
6,282,21
7,5237,27
6,120633,1
21,47,2455994
10,2678,1
8,9316,5
5,16450,1
20,5047,1
8,995,9
19,1790,4
12,5867,35
19,507,58
19,1062,33
9,4614,4
21,2984,1
4,1118,19
11,5534,1
16,2424,1
X,288,40
5,7662,2
14,14669,1
7,1604,20
17,3226,6
5,4198,7
7,6181,5
1,2362,19
9,3413,1
1,8783,2
2,44939,1
17,1350,10
15,1239,3
13,2343,14
12,1089,20
6,2723,6
3,6063,3
Y,210,1
20,197,9
11,7105,1
19,1154,3
2,7895,3
6,1044,5
7,3899,86
X,19411,1
2,2807,5
16,2736,2
1,411,124
15,15919,1
6,4852,3
10,1073,5
6,2519,1
4,97052,1
9,1980,2
20,1240,4
X,156,20
13,3557,3
X,2546,1
16,1337,4
16,5477,38
10,8004,1
13,69515,4
9,12770,1
3,305,28
10,5681,6
3,2847,1
13,30087,1
X,3363,2
12,663,7
17,5516,8
3,11713,1
15,338,8
9,22269,2
X,2217,9
15,3414,1
1,9406,2
2,2105,71
22,565,33
X,2355,2
5,8707,3
15,4036,1
13,1682,7
19,1765,7
22,3661,3
12,645,20
2,13527,1
5,5103,3
7,891,6
12,25628,1
2,39304,1
X,167,23
22,1990,1
19,19586,1
8,1320,7
3,43120,1
20,3908,1
4,3486,1
10,359,1
6,3109,3
4,1025,12
7,1625,4
1,4096,13
4,105882,1
4,13334,1
11,11221,1
6,3790,1
8,4873,2
5,41408,5
14,1416,3
7,2478,3
14,5317,3
X,1893,2
5,232,10
5,2293,22
10,317,10
5,21042,4
5,5515,6
2,12023,1
21,990,1
7,10125,1
21,62813,5
15,55234,1
20,16628,6
2,5551,4
19,2427,1
X,15168,1
16,5977,1
22,2201,1
4,529,8
13,3947,2
9,4376,1
15,8539,1
10,5659,11
7,25519,9
1,5885,3
3,20238,2
15,1980,1
19,1001,11
14,9061,3
5,1409,3
9,7263,1
2,7800,1
7,3493,2
3,526,6
6,842,1
19,2921,1
9,3155,1
20,2755,61
2,2170,1
20,2866,14
18,93012,2
X,395,4
20,5651,1
5,14881,7
9,53690,1
3,12847,2
12,1046,9
3,1216,6
16,1610,6
20,50816,2
11,2193,2
15,337,23
3,2279,5
22,7966,1
7,63157,3
6,133501,2
1,3839,4
8,173969,3
12,254,36
2,72129,1
14,123951,14
1,23054,2
6,3491,1
4,18023,8
7,916,5
17,1038,4
11,134,217
21,3086,20
11,317,89
18,4054,1
15,7773,1
18,8231,1
2,1909,8
5,3237,13
2,19141,4
2,2860,2
22,122686,53
17,8285,1
5,8672,11
1,5613,6
5,1415,3
7,22219,2
1,3290,1
4,3568,2
22,1384,1
22,12491,11
6,9517,2
8,3649,2
11,5553,9
9,206,24
1,2074,11
20,3942,1
5,1444,4
18,2651,2
14,2335,2
15,10680,2
17,18350,2
5,9829,1
12,3418,1
12,1033,20
10,634,22
2,4669,3
17,210,35
14,3153,1
3,6102,2
13,258,1
2,765,7
12,1884,5
9,7669,1
7,3936,3
3,501,4
2,3374,10
6,373,11
9,1837,9
4,7283,1
KI270708.1,38,2
7,8231,1
12,10299,2
2,6134,4
4,22121,2
5,1384,16
16,14563,1
20,221,27
X,4027,2
2,4648,2
14,571,9
19,1450,10
12,1910,1
11,937,15
15,6201,1
9,3013,3
7,5746,9
13,23010,1
8,3581,36
22,5514,2
19,3190,2
13,6856,1
16,6927,1
9,163910,20
19,1164,21
2,31110,2
2,22352,2
7,2753,9
1,6177,1
1,8902,2
22,1637,25
KI270442.1,37,108
5,8821,6
12,1666,5
21,6543,2
9,3368,3
15,27854,1
13,3432,1
12,13966,3
1,1099,28
4,3808,1
20,4337,2
17,14867,2
11,260,71
7,4469,9
19,335,52
6,2362,8
19,1019,3
7,3334,6
3,38062,4
3,12657,1
1,11425,17
9,638,5
11,2396,4
11,16496,1
17,2697,4
1,171,221
12,3706,2
20,211,21
5,4933,2
17,1913,4
14,11037,8
14,521,26
10,4720,1
15,317,21
6,1931,5
3,1651,6
8,2544,1
9,3347,7
1,1054,14
1,5852,2
5,2395,7
8,2547,1
7,4865,73
14,13856,5
17,1853,5
